ENTIDAD,Mes,Precipitacion,Ano
HUARMACA,4,20.54,2013
LALAQUIZ,4,7.38,2013
SAN MIGUEL DEL FAIQUE,4,18.6,2013
SAPILLICA,4,2.71,2013
SONDOR,4,0.15,2013
SONDORILLO,4,0.99,2013
AYABACA,4,37.12,2013
FRIAS,4,28.15,2013
JILILÍ,4,16.34,2013
LAGUNAS,4,19.05,2013
PACAIPAMPA,4,36.97,2013
PAIMAS,4,0.82,2013
PAITA,5,18.9,2013
AMOTAPE,5,3.41,2013
COLÁN,5,1.15,2013
EL ARENAL,5,119.68,2013
CHULUCANAS,5,44.13,2013
BUENOS AIRES,5,2.82,2013
LA HUACA,5,214.62,2013
TAMARINDO,5,7.6,2013
VICHAYAL,5,52.8,2013
CHALACO,5,4.7,2013
MORROPÓN,5,27,2013
SALITRAL,5,69.6,2013
SAN JUAN DE BIGOTES,5,53.2,2013
SANTA CATALINA DE MOSSA,5,18.4,2013
LA MATANZA,5,56.9,2013
SANTO DOMINGO,5,24.8,2013
MONTERO,5,144.5,2013
HUANCABAMBA,5,5.1,2013
CANCHAQUE,5,76,2013
CARMEN DE LA FRONTERA,5,73.9,2013
HUARMACA,5,92.5,2013
LALAQUIZ,5,41.2,2013
SAN MIGUEL DEL FAIQUE,5,77.9,2013
SAPILLICA,5,42.8,2013
SONDOR,5,1.2,2013
SONDORILLO,5,0.9,2013
AYABACA,5,141.3,2013
FRIAS,5,55.2,2013
JILILÍ,5,69.1,2013
LAGUNAS,5,120.3,2013
PACAIPAMPA,5,72.5,2013
PAIMAS,5,14.2,2013
PAITA,6,75.4,2013
AMOTAPE,6,3.76,2013
COLÁN,6,4.12,2013
EL ARENAL,6,248.8,2013
CHULUCANAS,6,52.38,2013
BUENOS AIRES,6,124.2,2013
LA HUACA,6,339.3,2013
TAMARINDO,6,52.09,2013
VICHAYAL,6,107.1,2013
CHALACO,6,26.69,2013
MORROPÓN,6,94.61,2013
SALITRAL,6,195.7,2013
SAN JUAN DE BIGOTES,6,100,2013
SANTA CATALINA DE MOSSA,6,114.4,2013
LA MATANZA,6,124.2,2013
SANTO DOMINGO,6,122.9,2013
MONTERO,6,262.5,2013
HUANCABAMBA,6,151.4,2013
CANCHAQUE,6,47.45,2013
CARMEN DE LA FRONTERA,6,187.9,2013
HUARMACA,6,204.5,2013
LALAQUIZ,6,89.23,2013
SAN MIGUEL DEL FAIQUE,6,254.7,2013
SAPILLICA,6,87.54,2013
SONDOR,6,35.66,2013
SONDORILLO,6,9.74,2013
AYABACA,6,266.1,2013
FRIAS,6,100.8,2013
JILILÍ,6,117.7,2013
LAGUNAS,6,254.6,2013
PACAIPAMPA,6,216.9,2013
PAIMAS,6,54.62,2013
PAITA,7,205.7,2013
AMOTAPE,7,30.6,2013
COLÁN,7,18.3,2013
EL ARENAL,7,215.1,2013
CHULUCANAS,7,76.5,2013
BUENOS AIRES,7,239.1,2013
LA HUACA,7,248.4,2013
TAMARINDO,7,204.9,2013
VICHAYAL,7,113.8,2013
CHALACO,7,147.4,2013
MORROPÓN,7,214.8,2013
SALITRAL,7,154.4,2013
SAN JUAN DE BIGOTES,7,100.5,2013
SANTA CATALINA DE MOSSA,7,223.6,2013
LA MATANZA,7,161.1,2013
SANTO DOMINGO,7,234.6,2013
MONTERO,7,254,2013
HUANCABAMBA,7,216.7,2013
CANCHAQUE,7,72.1,2013
CARMEN DE LA FRONTERA,7,133.5,2013
HUARMACA,7,203.2,2013
LALAQUIZ,7,159.3,2013
SAN MIGUEL DEL FAIQUE,7,208.7,2013
SAPILLICA,7,102.1,2013
SONDOR,7,169.4,2013
SONDORILLO,7,148.3,2013
AYABACA,7,230.1,2013
FRIAS,7,94.4,2013
JILILÍ,7,161,2013
LAGUNAS,7,158.7,2013
PACAIPAMPA,7,154.7,2013
PAIMAS,7,158.5,2013
PAITA,8,80.1,2013
AMOTAPE,8,31.6,2013
COLÁN,8,65.8,2013
EL ARENAL,8,259,2013
CHULUCANAS,8,28,2013
BUENOS AIRES,8,300,2013
LA HUACA,8,309.9,2013
TAMARINDO,8,99.1,2013
VICHAYAL,8,130.3,2013
CHALACO,8,89.4,2013
MORROPÓN,8,107.1,2013
SALITRAL,8,156.3,2013
SAN JUAN DE BIGOTES,8,116.7,2013
SANTA CATALINA DE MOSSA,8,153.9,2013
LA MATANZA,8,133,2013
SANTO DOMINGO,8,160.9,2013
MONTERO,8,256.3,2013
HUANCABAMBA,8,289.9,2013
CANCHAQUE,8,51.3,2013
CARMEN DE LA FRONTERA,8,204.2,2013
HUARMACA,8,227.9,2013
LALAQUIZ,8,116.6,2013
SAN MIGUEL DEL FAIQUE,8,220.7,2013
SAPILLICA,8,134.8,2013
SONDOR,8,197.2,2013
SONDORILLO,8,97.3,2013
AYABACA,8,297.5,2013
FRIAS,8,132.9,2013
JILILÍ,8,96.2,2013
LAGUNAS,8,265.2,2013
PACAIPAMPA,8,205.6,2013
PAIMAS,8,79.6,2013
PAITA,9,154.3,2013
AMOTAPE,9,33.5,2013
COLÁN,9,54.1,2013
EL ARENAL,9,216.6,2013
CHULUCANAS,9,121.2,2013
BUENOS AIRES,9,731.1,2013
LA HUACA,9,394.9,2013
TAMARINDO,9,103,2013
VICHAYAL,9,169.7,2013
CHALACO,9,138.5,2013
MORROPÓN,9,185.9,2013
SALITRAL,9,535.2,2013
SAN JUAN DE BIGOTES,9,218.9,2013
SANTA CATALINA DE MOSSA,9,304.8,2013
LA MATANZA,9,221.9,2013
SANTO DOMINGO,9,359.4,2013
MONTERO,9,393.9,2013
HUANCABAMBA,9,324.2,2013
CANCHAQUE,9,291.3,2013
CARMEN DE LA FRONTERA,9,409.4,2013
HUARMACA,9,349.1,2013
LALAQUIZ,9,203,2013
SAN MIGUEL DEL FAIQUE,9,377.4,2013
SAPILLICA,9,260.9,2013
SONDOR,9,298.6,2013
SONDORILLO,9,81,2013
AYABACA,9,276.3,2013
FRIAS,9,402.8,2013
JILILÍ,9,202.8,2013
LAGUNAS,9,408.6,2013
PACAIPAMPA,9,270.1,2013
PAIMAS,9,144.5,2013
PAITA,10,45.3,2013
AMOTAPE,10,13.4,2013
COLÁN,10,56.3,2013
EL ARENAL,10,171.5,2013
CHULUCANAS,10,40.1,2013
BUENOS AIRES,10,124.6,2013
LA HUACA,10,299.5,2013
TAMARINDO,10,33.9,2013
VICHAYAL,10,64.3,2013
CHALACO,10,19.3,2013
MORROPÓN,10,47.3,2013
SALITRAL,10,103.2,2013
SAN JUAN DE BIGOTES,10,79.4,2013
SANTA CATALINA DE MOSSA,10,60.2,2013
LA MATANZA,10,71.7,2013
SANTO DOMINGO,10,74.1,2013
MONTERO,10,114.5,2013
HUANCABAMBA,10,32.9,2013
CANCHAQUE,10,29.7,2013
CARMEN DE LA FRONTERA,10,98.1,2013
HUARMACA,10,125.2,2013
LALAQUIZ,10,64.3,2013
SAN MIGUEL DEL FAIQUE,10,235.8,2013
SAPILLICA,10,61.5,2013
SONDOR,10,16.1,2013
SONDORILLO,10,25.1,2013
AYABACA,10,378.4,2013
FRIAS,10,43.2,2013
JILILÍ,10,81.3,2013
LAGUNAS,10,225.6,2013
PACAIPAMPA,10,177.1,2013
PAIMAS,10,48.9,2013
PAITA,11,35.2,2013
AMOTAPE,11,17.4,2013
COLÁN,11,12.8,2013
EL ARENAL,11,189,2013
CHULUCANAS,11,33.1,2013
BUENOS AIRES,11,176.5,2013
LA HUACA,11,193.2,2013
TAMARINDO,11,45.9,2013
VICHAYAL,11,36.1,2013
CHALACO,11,59.9,2013
MORROPÓN,11,32.5,2013
SALITRAL,11,29.9,2013
SAN JUAN DE BIGOTES,11,66.7,2013
SANTA CATALINA DE MOSSA,11,60,2013
LA MATANZA,11,42.1,2013
SANTO DOMINGO,11,37.6,2013
MONTERO,11,70.4,2013
HUANCABAMBA,11,91.4,2013
CANCHAQUE,11,50,2013
CARMEN DE LA FRONTERA,11,61.8,2013
HUARMACA,11,104.9,2013
LALAQUIZ,11,55.4,2013
SAN MIGUEL DEL FAIQUE,11,246,2013
SAPILLICA,11,75,2013
SONDOR,11,91.1,2013
SONDORILLO,11,28.6,2013
AYABACA,11,455.8,2013
FRIAS,11,88.6,2013
JILILÍ,11,42.4,2013
LAGUNAS,11,243.7,2013
PACAIPAMPA,11,135.6,2013
PAIMAS,11,37.6,2013
PAITA,12,89.3,2013
AMOTAPE,12,12.3,2013
COLÁN,12,6.3,2013
EL ARENAL,12,123.1,2013
CHULUCANAS,12,17,2013
BUENOS AIRES,12,74.1,2013
LA HUACA,12,157.8,2013
TAMARINDO,12,49.6,2013
VICHAYAL,12,2.5,2013
CHALACO,12,22.9,2013
MORROPÓN,12,37.9,2013
SALITRAL,12,4.4,2013
SAN JUAN DE BIGOTES,12,26.8,2013
SANTA CATALINA DE MOSSA,12,79,2013
LA MATANZA,12,7.6,2013
SANTO DOMINGO,12,32.1,2013
MONTERO,12,2.1,2013
HUANCABAMBA,12,77.3,2013
CANCHAQUE,12,74.5,2013
CARMEN DE LA FRONTERA,12,19.9,2013
HUARMACA,12,26,2013
LALAQUIZ,12,29.3,2013
SAN MIGUEL DEL FAIQUE,12,127.6,2013
SAPILLICA,12,70.9,2013
SONDOR,12,32.9,2013
SONDORILLO,12,28.4,2013
AYABACA,12,460.5,2013
FRIAS,12,100.9,2013
JILILÍ,12,17.4,2013
LAGUNAS,12,77,2013
PACAIPAMPA,12,69.1,2013
PAIMAS,12,64.1,2013
PAITA,1,5.76,2014
AMOTAPE,1,3.61,2014
COLÁN,1,2.33,2014
EL ARENAL,1,83.34,2014
CHULUCANAS,1,4.58,2014
BUENOS AIRES,1,3.76,2014
LA HUACA,1,67.33,2014
TAMARINDO,1,1.24,2014
VICHAYAL,1,0.42,2014
CHALACO,1,5.27,2014
MORROPÓN,1,4.42,2014
SALITRAL,1,1.81,2014
SAN JUAN DE BIGOTES,1,9.55,2014
SANTA CATALINA DE MOSSA,1,6.29,2014
LA MATANZA,1,3.11,2014
SANTO DOMINGO,1,4.46,2014
MONTERO,1,0.34,2014
HUANCABAMBA,1,9.17,2014
CANCHAQUE,1,7,2014
CARMEN DE LA FRONTERA,1,7.8,2014
HUARMACA,1,11.18,2014
LALAQUIZ,1,6.16,2014
SAN MIGUEL DEL FAIQUE,1,112.05,2014
SAPILLICA,1,17.54,2014
SONDOR,1,1.36,2014
SONDORILLO,1,0.45,2014
AYABACA,1,177.67,2014
FRIAS,1,10.76,2014
JILILÍ,1,3.49,2014
LAGUNAS,1,33.37,2014
PACAIPAMPA,1,92.32,2014
PAIMAS,1,10.38,2014
PAITA,2,0.26,2014
AMOTAPE,2,14.34,2014
COLÁN,2,0.51,2014
EL ARENAL,2,27.69,2014
CHULUCANAS,2,2.28,2014
BUENOS AIRES,2,0.08,2014
LA HUACA,2,19.61,2014
TAMARINDO,2,0.64,2014
VICHAYAL,2,1.39,2014
CHALACO,2,0.6,2014
MORROPÓN,2,0.26,2014
SALITRAL,2,0.24,2014
SAN JUAN DE BIGOTES,2,4.58,2014
SANTA CATALINA DE MOSSA,2,0.04,2014
LA MATANZA,2,2.85,2014
SANTO DOMINGO,2,0.61,2014
MONTERO,2,0.13,2014
HUANCABAMBA,2,0.18,2014
CANCHAQUE,2,8.09,2014
CARMEN DE LA FRONTERA,2,4.33,2014
HUARMACA,2,5.82,2014
LALAQUIZ,2,1.57,2014
SAN MIGUEL DEL FAIQUE,2,34.92,2014
SAPILLICA,2,4.16,2014
SONDOR,2,0.16,2014
SONDORILLO,2,0.72,2014
AYABACA,2,38.75,2014
FRIAS,2,10.76,2014
JILILÍ,2,1.21,2014
LAGUNAS,2,10.73,2014
PACAIPAMPA,2,31,2014
PAIMAS,2,0.44,2014
PAITA,3,2.24,2014
AMOTAPE,3,9.62,2014
COLÁN,3,1.76,2014
EL ARENAL,3,24.31,2014
CHULUCANAS,3,7.9,2014
BUENOS AIRES,3,0.15,2014
LA HUACA,3,37.86,2014
TAMARINDO,3,10.97,2014
VICHAYAL,3,10.87,2014
CHALACO,3,4.9,2014
MORROPÓN,3,4.25,2014
SALITRAL,3,0.95,2014
SAN JUAN DE BIGOTES,3,19.94,2014
SANTA CATALINA DE MOSSA,3,1.32,2014
LA MATANZA,3,6.11,2014
SANTO DOMINGO,3,1.41,2014
MONTERO,3,2.3,2014
HUANCABAMBA,3,1.11,2014
CANCHAQUE,3,24.88,2014
CARMEN DE LA FRONTERA,3,10.64,2014
HUARMACA,3,33.7,2014
LALAQUIZ,3,11.27,2014
SAN MIGUEL DEL FAIQUE,3,40.97,2014
SAPILLICA,3,22.6,2014
SONDOR,3,6.95,2014
SONDORILLO,3,10.05,2014
AYABACA,3,70.49,2014
FRIAS,3,43.01,2014
JILILÍ,3,19.05,2014
LAGUNAS,3,35.49,2014
PACAIPAMPA,3,10.52,2014
PAIMAS,3,4.04,2014
PAITA,4,0.37,2014
AMOTAPE,4,3.31,2014
COLÁN,4,0.13,2014
EL ARENAL,4,45.39,2014
CHULUCANAS,4,5.58,2014
BUENOS AIRES,4,0.06,2014
LA HUACA,4,93.62,2014
TAMARINDO,4,1.18,2014
VICHAYAL,4,21.79,2014
CHALACO,4,0.32,2014
MORROPÓN,4,9.24,2014
SALITRAL,4,6.91,2014
SAN JUAN DE BIGOTES,4,23.97,2014
SANTA CATALINA DE MOSSA,4,1.58,2014
LA MATANZA,4,17.92,2014
SANTO DOMINGO,4,5.01,2014
MONTERO,4,31.15,2014
HUANCABAMBA,4,1.34,2014
CANCHAQUE,4,12.2,2014
CARMEN DE LA FRONTERA,4,17.39,2014
HUARMACA,4,35.39,2014
LALAQUIZ,4,17.19,2014
SAN MIGUEL DEL FAIQUE,4,39.85,2014
SAPILLICA,4,16.49,2014
SONDOR,4,0.15,2014
SONDORILLO,4,0.52,2014
AYABACA,4,133.43,2014
FRIAS,4,15.59,2014
JILILÍ,4,20.09,2014
LAGUNAS,4,25.44,2014
PACAIPAMPA,4,19.03,2014
PAIMAS,4,1.96,2014
PAITA,5,56.02,2014
AMOTAPE,5,1.77,2014
COLÁN,5,1.54,2014
EL ARENAL,5,165.55,2014
CHULUCANAS,5,40.39,2014
BUENOS AIRES,5,108.72,2014
LA HUACA,5,262.27,2014
TAMARINDO,5,1.76,2014
VICHAYAL,5,59.95,2014
CHALACO,5,6.97,2014
MORROPÓN,5,75.76,2014
SALITRAL,5,134.09,2014
SAN JUAN DE BIGOTES,5,77.71,2014
SANTA CATALINA DE MOSSA,5,58.87,2014
LA MATANZA,5,111.2,2014
SANTO DOMINGO,5,94.66,2014
MONTERO,5,194.54,2014
HUANCABAMBA,5,18.77,2014
CANCHAQUE,5,71.09,2014
CARMEN DE LA FRONTERA,5,113.67,2014
HUARMACA,5,161.19,2014
LALAQUIZ,5,71.72,2014
SAN MIGUEL DEL FAIQUE,5,209.85,2014
SAPILLICA,5,67.18,2014
SONDOR,5,2.37,2014
SONDORILLO,5,0.95,2014
AYABACA,5,274.69,2014
FRIAS,5,101.28,2014
JILILÍ,5,119.81,2014
LAGUNAS,5,126.46,2014
PACAIPAMPA,5,175.14,2014
PAIMAS,5,32.93,2014
PAITA,6,119.64,2014
AMOTAPE,6,0.68,2014
COLÁN,6,8.36,2014
EL ARENAL,6,209.81,2014
CHULUCANAS,6,58.24,2014
BUENOS AIRES,6,438.68,2014
LA HUACA,6,348.15,2014
TAMARINDO,6,41.18,2014
VICHAYAL,6,96.35,2014
CHALACO,6,77.11,2014
MORROPÓN,6,158.83,2014
SALITRAL,6,216.47,2014
SAN JUAN DE BIGOTES,6,150.98,2014
SANTA CATALINA DE MOSSA,6,226.58,2014
LA MATANZA,6,183.47,2014
SANTO DOMINGO,6,203.79,2014
MONTERO,6,451.42,2014
HUANCABAMBA,6,263.93,2014
CANCHAQUE,6,68.01,2014
CARMEN DE LA FRONTERA,6,258.85,2014
HUARMACA,6,307.95,2014
LALAQUIZ,6,201.95,2014
SAN MIGUEL DEL FAIQUE,6,97.72,2014
SAPILLICA,6,141.94,2014
SONDOR,6,104.56,2014
SONDORILLO,6,8.56,2014
AYABACA,6,264.56,2014
FRIAS,6,108.54,2014
JILILÍ,6,211.25,2014
LAGUNAS,6,255.7,2014
PACAIPAMPA,6,83.56,2014
PAIMAS,6,105.46,2014
PAITA,7,103.66,2014
AMOTAPE,7,3.23,2014
COLÁN,7,63.96,2014
EL ARENAL,7,131.12,2014
CHULUCANAS,7,44.4,2014
BUENOS AIRES,7,242.64,2014
LA HUACA,7,149.98,2014
TAMARINDO,7,116.22,2014
VICHAYAL,7,98.97,2014
CHALACO,7,101.17,2014
MORROPÓN,7,127.94,2014
SALITRAL,7,104.51,2014
SAN JUAN DE BIGOTES,7,85.23,2014
SANTA CATALINA DE MOSSA,7,157.3,2014
LA MATANZA,7,142.54,2014
SANTO DOMINGO,7,139.73,2014
MONTERO,7,196.14,2014
HUANCABAMBA,7,170.93,2014
CANCHAQUE,7,48.18,2014
CARMEN DE LA FRONTERA,7,103.32,2014
HUARMACA,7,147.84,2014
LALAQUIZ,7,114.51,2014
SAN MIGUEL DEL FAIQUE,7,73.14,2014
SAPILLICA,7,138.49,2014
SONDOR,7,235.13,2014
SONDORILLO,7,138.54,2014
AYABACA,7,178.22,2014
FRIAS,7,79.92,2014
JILILÍ,7,125.06,2014
LAGUNAS,7,155.56,2014
PACAIPAMPA,7,111.27,2014
PAIMAS,7,83.47,2014
PAITA,8,92,2014
AMOTAPE,8,9.38,2014
COLÁN,8,68.52,2014
EL ARENAL,8,206.5,2014
CHULUCANAS,8,60.95,2014
BUENOS AIRES,8,286.1,2014
LA HUACA,8,225.45,2014
TAMARINDO,8,136.37,2014
VICHAYAL,8,108.19,2014
CHALACO,8,111.54,2014
MORROPÓN,8,109.08,2014
SALITRAL,8,244.36,2014
SAN JUAN DE BIGOTES,8,70.93,2014
SANTA CATALINA DE MOSSA,8,189.16,2014
LA MATANZA,8,134.07,2014
SANTO DOMINGO,8,159.52,2014
MONTERO,8,261.18,2014
HUANCABAMBA,8,348.35,2014
CANCHAQUE,8,55.41,2014
CARMEN DE LA FRONTERA,8,159.86,2014
HUARMACA,8,144.05,2014
LALAQUIZ,8,96.45,2014
SAN MIGUEL DEL FAIQUE,8,127.2,2014
SAPILLICA,8,71.4,2014
SONDOR,8,240.97,2014
SONDORILLO,8,146.44,2014
AYABACA,8,193.04,2014
FRIAS,8,56.35,2014
JILILÍ,8,113.93,2014
LAGUNAS,8,148.58,2014
PACAIPAMPA,8,176.96,2014
PAIMAS,8,95.49,2014
PAITA,9,93.33,2014
AMOTAPE,9,2.94,2014
COLÁN,9,164.51,2014
EL ARENAL,9,231.13,2014
CHULUCANAS,9,99.36,2014
BUENOS AIRES,9,437.6,2014
LA HUACA,9,461.7,2014
TAMARINDO,9,132.33,2014
VICHAYAL,9,98.31,2014
CHALACO,9,112.07,2014
MORROPÓN,9,106.68,2014
SALITRAL,9,281.4,2014
SAN JUAN DE BIGOTES,9,164.92,2014
SANTA CATALINA DE MOSSA,9,183.68,2014
LA MATANZA,9,148.24,2014
SANTO DOMINGO,9,158.68,2014
MONTERO,9,406.97,2014
HUANCABAMBA,9,246.99,2014
CANCHAQUE,9,221.4,2014
CARMEN DE LA FRONTERA,9,255.43,2014
HUARMACA,9,217.48,2014
LALAQUIZ,9,154.61,2014
SAN MIGUEL DEL FAIQUE,9,234.35,2014
SAPILLICA,9,196.64,2014
SONDOR,9,202.65,2014
SONDORILLO,9,139.26,2014
AYABACA,9,371.95,2014
FRIAS,9,345.57,2014
JILILÍ,9,138.73,2014
LAGUNAS,9,355.5,2014
PACAIPAMPA,9,193.87,2014
PAIMAS,9,108.77,2014
PAITA,10,33.51,2014
AMOTAPE,10,6.85,2014
COLÁN,10,17.77,2014
EL ARENAL,10,189.24,2014
CHULUCANAS,10,23.94,2014
BUENOS AIRES,10,154.41,2014
LA HUACA,10,291.5,2014
TAMARINDO,10,9.1,2014
VICHAYAL,10,92.59,2014
CHALACO,10,18.72,2014
MORROPÓN,10,65.72,2014
SALITRAL,10,191.29,2014
SAN JUAN DE BIGOTES,10,107.86,2014
SANTA CATALINA DE MOSSA,10,87.91,2014
LA MATANZA,10,104.09,2014
SANTO DOMINGO,10,84.74,2014
MONTERO,10,193.87,2014
HUANCABAMBA,10,138.03,2014
CANCHAQUE,10,69.26,2014
CARMEN DE LA FRONTERA,10,209.91,2014
HUARMACA,10,171.39,2014
LALAQUIZ,10,77.18,2014
SAN MIGUEL DEL FAIQUE,10,271.69,2014
SAPILLICA,10,80.98,2014
SONDOR,10,25.78,2014
SONDORILLO,10,14.25,2014
AYABACA,10,411.14,2014
FRIAS,10,97.43,2014
JILILÍ,10,101.29,2014
LAGUNAS,10,270.12,2014
PACAIPAMPA,10,203.63,2014
PAIMAS,10,42.35,2014
PAITA,11,22.2,2014
AMOTAPE,11,1.4,2014
COLÁN,11,2.93,2014
EL ARENAL,11,49.09,2014
CHULUCANAS,11,66.1,2014
BUENOS AIRES,11,237.74,2014
LA HUACA,11,80.13,2014
TAMARINDO,11,32.46,2014
VICHAYAL,11,7.13,2014
CHALACO,11,55.32,2014
MORROPÓN,11,11.86,2014
SALITRAL,11,28.5,2014
SAN JUAN DE BIGOTES,11,19.64,2014
SANTA CATALINA DE MOSSA,11,63.24,2014
LA MATANZA,11,11.09,2014
SANTO DOMINGO,11,27.38,2014
MONTERO,11,10.47,2014
HUANCABAMBA,11,88.51,2014
CANCHAQUE,11,59.7,2014
CARMEN DE LA FRONTERA,11,24.97,2014
HUARMACA,11,33.1,2014
LALAQUIZ,11,10.18,2014
SAN MIGUEL DEL FAIQUE,11,73.87,2014
SAPILLICA,11,26.48,2014
SONDOR,11,54.21,2014
SONDORILLO,11,12.42,2014
AYABACA,11,232.86,2014
FRIAS,11,43.42,2014
JILILÍ,11,9.8,2014
LAGUNAS,11,67.24,2014
PACAIPAMPA,11,36.01,2014
PAIMAS,11,36.37,2014
PAITA,12,5.67,2014
AMOTAPE,12,27.93,2014
COLÁN,12,2.4,2014
EL ARENAL,12,26.95,2014
CHULUCANAS,12,10.12,2014
BUENOS AIRES,12,10.41,2014
LA HUACA,12,18.49,2014
TAMARINDO,12,6.58,2014
VICHAYAL,12,19.61,2014
CHALACO,12,2.62,2014
MORROPÓN,12,4.94,2014
SALITRAL,12,13.38,2014
SAN JUAN DE BIGOTES,12,19.46,2014
SANTA CATALINA DE MOSSA,12,5.53,2014
LA MATANZA,12,20.01,2014
SANTO DOMINGO,12,5.1,2014
MONTERO,12,29.28,2014
HUANCABAMBA,12,5.77,2014
CANCHAQUE,12,38.13,2014
CARMEN DE LA FRONTERA,12,19.35,2014
HUARMACA,12,34.34,2014
LALAQUIZ,12,10.32,2014
SAN MIGUEL DEL FAIQUE,12,42.68,2014
SAPILLICA,12,24.37,2014
SONDOR,12,1.76,2014
SONDORILLO,12,8.35,2014
AYABACA,12,47.63,2014
FRIAS,12,42.4,2014
JILILÍ,12,21.24,2014
LAGUNAS,12,53.15,2014
PACAIPAMPA,12,14.82,2014
PAIMAS,12,12.7,2014
PAITA,1,7.05,2015
AMOTAPE,1,21.69,2015
COLÁN,1,25.99,2015
EL ARENAL,1,90.13,2015
CHULUCANAS,1,26.44,2015
BUENOS AIRES,1,1.12,2015
LA HUACA,1,82.53,2015
TAMARINDO,1,38.15,2015
VICHAYAL,1,0.25,2015
CHALACO,1,32.22,2015
MORROPÓN,1,4.58,2015
SALITRAL,1,0.34,2015
SAN JUAN DE BIGOTES,1,19.41,2015
SANTA CATALINA DE MOSSA,1,6.54,2015
LA MATANZA,1,1.76,2015
SANTO DOMINGO,1,1.51,2015
MONTERO,1,0.27,2015
HUANCABAMBA,1,42.16,2015
CANCHAQUE,1,24.86,2015
CARMEN DE LA FRONTERA,1,19.17,2015
HUARMACA,1,30.57,2015
LALAQUIZ,1,8.96,2015
SAN MIGUEL DEL FAIQUE,1,73.64,2015
SAPILLICA,1,23.6,2015
SONDOR,1,29.51,2015
SONDORILLO,1,54.33,2015
AYABACA,1,294.18,2015
FRIAS,1,26.82,2015
JILILÍ,1,8.06,2015
LAGUNAS,1,79.6,2015
PACAIPAMPA,1,46.87,2015
PAIMAS,1,19.52,2015
PAITA,2,32.7,2015
AMOTAPE,2,14.63,2015
COLÁN,2,16.76,2015
EL ARENAL,2,32.11,2015
CHULUCANAS,2,28.66,2015
BUENOS AIRES,2,129.12,2015
LA HUACA,2,30.97,2015
TAMARINDO,2,29.53,2015
VICHAYAL,2,2.88,2015
CHALACO,2,37.12,2015
MORROPÓN,2,12.11,2015
SALITRAL,2,3.02,2015
SAN JUAN DE BIGOTES,2,15.9,2015
SANTA CATALINA DE MOSSA,2,42.24,2015
LA MATANZA,2,11.44,2015
SANTO DOMINGO,2,17.89,2015
MONTERO,2,2.98,2015
HUANCABAMBA,2,82.86,2015
CANCHAQUE,2,33.17,2015
CARMEN DE LA FRONTERA,2,5.21,2015
HUARMACA,2,10.92,2015
LALAQUIZ,2,14.92,2015
SAN MIGUEL DEL FAIQUE,2,40.97,2015
SAPILLICA,2,21.23,2015
SONDOR,2,33.33,2015
SONDORILLO,2,18.54,2015
AYABACA,2,79.01,2015
FRIAS,2,19.41,2015
JILILÍ,2,4.26,2015
LAGUNAS,2,20.92,2015
PACAIPAMPA,2,43.53,2015
PAIMAS,2,47.95,2015
PAITA,3,90.84,2015
AMOTAPE,3,37.38,2015
COLÁN,3,14.79,2015
EL ARENAL,3,82.65,2015
CHULUCANAS,3,71.5,2015
BUENOS AIRES,3,306.11,2015
LA HUACA,3,52.88,2015
TAMARINDO,3,54.93,2015
VICHAYAL,3,19.48,2015
CHALACO,3,74.55,2015
MORROPÓN,3,126.53,2015
SALITRAL,3,42.1,2015
SAN JUAN DE BIGOTES,3,93.89,2015
SANTA CATALINA DE MOSSA,3,140.17,2015
LA MATANZA,3,61.48,2015
SANTO DOMINGO,3,158.67,2015
MONTERO,3,63.05,2015
HUANCABAMBA,3,88.33,2015
CANCHAQUE,3,84.73,2015
CARMEN DE LA FRONTERA,3,30.44,2015
HUARMACA,3,92.8,2015
LALAQUIZ,3,110.13,2015
SAN MIGUEL DEL FAIQUE,3,43.21,2015
SAPILLICA,3,99.58,2015
SONDOR,3,35.02,2015
SONDORILLO,3,40.93,2015
AYABACA,3,156.25,2015
FRIAS,3,81.09,2015
JILILÍ,3,63.51,2015
LAGUNAS,3,98.79,2015
PACAIPAMPA,3,32.47,2015
PAIMAS,3,79.34,2015
PAITA,4,8.39,2015
AMOTAPE,4,6.25,2015
COLÁN,4,8.22,2015
EL ARENAL,4,25.99,2015
CHULUCANAS,4,34.1,2015
BUENOS AIRES,4,0.73,2015
LA HUACA,4,80.64,2015
TAMARINDO,4,20.38,2015
VICHAYAL,4,8.27,2015
CHALACO,4,12.79,2015
MORROPÓN,4,16.67,2015
SALITRAL,4,2.59,2015
SAN JUAN DE BIGOTES,4,43.56,2015
SANTA CATALINA DE MOSSA,4,7.27,2015
LA MATANZA,4,15.92,2015
SANTO DOMINGO,4,7.53,2015
MONTERO,4,10.06,2015
HUANCABAMBA,4,2.86,2015
CANCHAQUE,4,80.86,2015
CARMEN DE LA FRONTERA,4,32.13,2015
HUARMACA,4,45.61,2015
LALAQUIZ,4,28.27,2015
SAN MIGUEL DEL FAIQUE,4,18.44,2015
SAPILLICA,4,37.3,2015
SONDOR,4,13.06,2015
SONDORILLO,4,17.68,2015
AYABACA,4,86.19,2015
FRIAS,4,74.53,2015
JILILÍ,4,30.44,2015
LAGUNAS,4,50.41,2015
PACAIPAMPA,4,11.09,2015
PAIMAS,4,12.8,2015
PAITA,5,31.74,2015
AMOTAPE,5,22.08,2015
COLÁN,5,2.19,2015
EL ARENAL,5,71.1,2015
CHULUCANAS,5,80.07,2015
