,ENTIDAD,A??o,Mes,Temperatura_promedio,Temperatura_maxima,Temperatura_minima
1375,SAN MIGUEL DE EL FAIQUE,2006,MARZO,25.66983805,31.07967078,20.26000531
1376,SONDOR,2006,MARZO,22.52320017,31.23744733,13.80895301
1377,SONDORILLO,2006,MARZO,21.97668842,32.06704136,11.88633548
1378,AYABACA,2006,MARZO,17.72006129,26.99762803,8.44249454
1379,FR?AS,2006,MARZO,27.3738931,33.25884202,21.48894418
1380,JILIL?,2006,MARZO,24.01182503,30.71665163,17.30699842
1381,LAGUNAS,2006,MARZO,14.23896055,24.01146715,4.466453948
1382,MONTERO,2006,MARZO,23.32103829,29.66085092,16.98122566
1383,PACAIPAMPA,2006,MARZO,25.46902444,33.21438372,17.72366516
1384,PAIMAS,2006,MARZO,17.18360303,27.77648035,6.590725709
1385,SAPILLICA,2006,MARZO,20.8626457,29.37994395,12.34534745
1386,PAITA,2006,ABRIL,21.07946521,32.20049123,9.958439201
1387,AMOTAPE,2006,ABRIL,16.82812983,23.70749919,9.948760481
1388,COL?N,2006,ABRIL,21.91260383,30.0885617,13.73664596
1389,EL ARENAL,2006,ABRIL,28.33945755,35.46134926,21.21756584
1390,LA HUACA,2006,ABRIL,24.56683116,32.63651115,16.49715116
1391,TAMARINDO,2006,ABRIL,25.74729486,32.64506584,18.84952388
1392,VICHAYAL,2006,ABRIL,27.11109051,34.6119182,19.61026283
1393,CHULUCANAS,2006,ABRIL,20.11008577,29.98959235,10.23057919
1394,BUENOS AIRES,2006,ABRIL,19.73615128,27.53509753,11.93720502
1395,CHALACO,2006,ABRIL,21.15305908,32.02112229,10.28499587
1396,LA MATANZA,2006,ABRIL,22.76698037,32.67529748,12.85866326
1397,MORROP?N,2006,ABRIL,28.27897012,36.42356546,20.13437478
1398,SALITRAL,2006,ABRIL,18.52259438,27.62330723,9.421881521
1399,SAN JUAN DE BIGOTE,2006,ABRIL,23.62819098,33.6487671,13.60761485
1400,SANTA CATALINA DE MOSSA,2006,ABRIL,17.79509896,26.92343144,8.666766485
1401,SANTO DOMINGO,2006,ABRIL,23.17541499,32.99974104,13.35108895
1402,YAMANGO,2006,ABRIL,24.81131672,34.05146288,15.57117056
1403,HUANCABAMBA,2006,ABRIL,26.32304082,36.41219132,16.23389032
1404,CANCHAQUE,2006,ABRIL,25.64649661,33.93691812,17.3560751
1405,EL CARMEN DE LA FRONTERA,2006,ABRIL,27.20485428,34.61742312,19.79228545
1406,HUARMACA,2006,ABRIL,19.06290419,28.74174722,9.384061158
1407,LALAQUIZ,2006,ABRIL,22.46855298,31.31228472,13.62482124
1408,SAN MIGUEL DE EL FAIQUE,2006,ABRIL,27.80311782,32.90041667,22.70581897
1409,SONDOR,2006,ABRIL,26.2726356,35.47564414,17.06962707
1410,SONDORILLO,2006,ABRIL,24.77101336,35.04375,14.49827672
1411,AYABACA,2006,ABRIL,21.22040219,31.29489415,11.14591024
1412,FR?AS,2006,ABRIL,29.08443131,35.48658157,22.68228105
1413,JILIL?,2006,ABRIL,27.28684978,34.37246645,20.20123311
1414,LAGUNAS,2006,ABRIL,16.22425389,26.61897497,5.829532804
1415,MONTERO,2006,ABRIL,25.56910834,32.46558639,18.67263028
1416,PACAIPAMPA,2006,ABRIL,28.27271792,36.38232035,20.16311548
1417,PAIMAS,2006,ABRIL,20.77676867,31.63687082,9.916666531
1418,SAPILLICA,2006,ABRIL,23.54843386,32.24815161,14.84871611
1419,PAITA,2006,MAYO,21.39530093,31.07199802,11.71860384
1420,AMOTAPE,2006,MAYO,21.3218929,28.62807506,14.01571074
1421,COL?N,2006,MAYO,24.3120927,32.27156664,16.35261876
1422,EL ARENAL,2006,MAYO,28.74338434,35.36558855,22.12118013
1423,LA HUACA,2006,MAYO,25.87565479,33.87071702,17.88059255
1424,TAMARINDO,2006,MAYO,26.77428762,33.37530516,20.17327007
1425,VICHAYAL,2006,MAYO,27.06271156,33.31042284,20.81500028
1426,CHULUCANAS,2006,MAYO,22.99817892,32.5861591,13.41019874
1427,BUENOS AIRES,2006,MAYO,18.91705405,25.41908575,12.41502234
1428,CHALACO,2006,MAYO,21.96524331,31.78745172,12.1430349
1429,LA MATANZA,2006,MAYO,22.37558594,30.95577476,13.79539711
1430,MORROP?N,2006,MAYO,28.27609598,35.43643937,21.11575259
1431,SALITRAL,2006,MAYO,18.96406805,26.4298194,11.4983167
1432,SAN JUAN DE BIGOTE,2006,MAYO,23.5584163,32.54076707,14.57606554
1433,SANTA CATALINA DE MOSSA,2006,MAYO,17.59346353,25.11282652,10.07410054
1434,SANTO DOMINGO,2006,MAYO,23.5970331,32.19117089,15.00289531
1435,YAMANGO,2006,MAYO,24.67704833,32.44687939,16.90721726
1436,HUANCABAMBA,2006,MAYO,28.04641073,36.93918203,19.15363944
1437,CANCHAQUE,2006,MAYO,24.86948539,32.82466535,16.91430542
1438,EL CARMEN DE LA FRONTERA,2006,MAYO,27.34372534,33.67838319,21.00906749
1439,HUARMACA,2006,MAYO,19.05227371,26.58028496,11.52426247
1440,LALAQUIZ,2006,MAYO,21.9698271,29.74994718,14.18970702
1441,SAN MIGUEL DE EL FAIQUE,2006,MAYO,28.68826821,33.06266546,24.31387097
1442,SONDOR,2006,MAYO,26.33774933,34.54476895,18.13072972
1443,SONDORILLO,2006,MAYO,27.24012225,36.84271894,17.63752556
1444,AYABACA,2006,MAYO,25.46223111,35.68259345,15.24186878
1445,FR?AS,2006,MAYO,29.2504637,34.8344562,23.66647121
1446,JILIL?,2006,MAYO,27.79214101,34.32139306,21.26288897
1447,LAGUNAS,2006,MAYO,16.01411737,23.7950627,8.233172043
1448,MONTERO,2006,MAYO,26.41879195,32.67170863,20.16587527
1449,PACAIPAMPA,2006,MAYO,28.67177216,35.59306075,21.75048356
1450,PAIMAS,2006,MAYO,20.47604574,29.58665718,11.3654343
1451,SAPILLICA,2006,MAYO,24.2512793,31.98461235,16.51794624
1452,PAITA,2006,JUNIO,21.67219003,30.0677301,13.27664996
1453,AMOTAPE,2006,JUNIO,26.1041206,33.52159309,18.68664811
1454,COL?N,2006,JUNIO,28.11708702,35.33075567,20.90341836
1455,EL ARENAL,2006,JUNIO,27.78926756,33.40341065,22.17512448
1456,LA HUACA,2006,JUNIO,28.4268499,35.95758042,20.89611938
1457,TAMARINDO,2006,JUNIO,29.01703639,34.35756716,23.67650562
1458,VICHAYAL,2006,JUNIO,25.85393284,31.22278814,20.48507753
1459,CHULUCANAS,2006,JUNIO,25.00919566,33.17729187,16.84109945
1460,BUENOS AIRES,2006,JUNIO,18.40727426,24.23436961,12.5801789
1461,CHALACO,2006,JUNIO,22.82328904,31.07300738,14.5735707
1462,LA MATANZA,2006,JUNIO,22.12303374,29.58417818,14.66188929
1463,MORROP?N,2006,JUNIO,26.63139891,32.58401255,20.67878528
1464,SALITRAL,2006,JUNIO,19.72164385,26.56213799,12.88114971
1465,SAN JUAN DE BIGOTE,2006,JUNIO,24.38437964,31.43786221,17.33089708
1466,SANTA CATALINA DE MOSSA,2006,JUNIO,17.21171605,23.98909018,10.43434191
1467,SANTO DOMINGO,2006,JUNIO,23.10572073,30.25552545,15.955916
1468,YAMANGO,2006,JUNIO,22.65437836,29.24482343,16.06393328
1469,HUANCABAMBA,2006,JUNIO,30.00718426,37.09909619,22.91527233
1470,CANCHAQUE,2006,JUNIO,27.76796762,35.59496842,19.94096681
1471,EL CARMEN DE LA FRONTERA,2006,JUNIO,26.4824989,32.07596125,20.88903655
1472,HUARMACA,2006,JUNIO,19.33696609,26.17922635,12.49470583
1473,LALAQUIZ,2006,JUNIO,21.33331425,28.53485594,14.13177255
1474,SAN MIGUEL DE EL FAIQUE,2006,JUNIO,28.82717319,33.4428869,24.21145947
1475,SONDOR,2006,JUNIO,26.49702652,34.15689627,18.83715678
1476,SONDORILLO,2006,JUNIO,31.11162619,38.31633637,23.90691601
1477,AYABACA,2006,JUNIO,30.71960267,39.38503814,22.05416719
1478,FR?AS,2006,JUNIO,27.96645077,32.84044966,23.09245188
1479,JILIL?,2006,JUNIO,28.64822259,35.15781597,22.13862922
1480,LAGUNAS,2006,JUNIO,16.46148674,24.42204524,8.500928247
1481,MONTERO,2006,JUNIO,25.12087549,30.60473995,19.63701104
1482,PACAIPAMPA,2006,JUNIO,28.63428,34.72706944,22.54149056
1483,PAIMAS,2006,JUNIO,21.05248991,28.89383277,13.21114705
1484,SAPILLICA,2006,JUNIO,24.96936499,31.79484197,18.14388802
1485,PAITA,2006,JULIO,20.90167516,28.22307866,13.58027165
1486,AMOTAPE,2006,JULIO,27.31233,35.201172,19.423488
1487,COL?N,2006,JULIO,30.2153944,36.65072222,23.78006657
1488,EL ARENAL,2006,JULIO,27.89347838,33.6061346,22.18082215
1489,LA HUACA,2006,JULIO,28.30859704,35.29611282,21.32108126
1490,TAMARINDO,2006,JULIO,28.26993452,33.35835358,23.18151545
1491,VICHAYAL,2006,JULIO,26.14699282,31.59429876,20.69968687
1492,CHULUCANAS,2006,JULIO,24.18226807,31.5487956,16.81574055
1493,BUENOS AIRES,2006,JULIO,18.24034042,23.78581346,12.69486737
1494,CHALACO,2006,JULIO,21.95390449,29.10627921,14.80152976
1495,LA MATANZA,2006,JULIO,21.511691,28.27440689,14.7489751
1496,MORROP?N,2006,JULIO,26.52691398,32.55174328,20.50208468
1497,SALITRAL,2006,JULIO,19.77998152,25.82074474,13.73921829
1498,SAN JUAN DE BIGOTE,2006,JULIO,23.0597719,29.09691683,17.02262697
1499,SANTA CATALINA DE MOSSA,2006,JULIO,16.18189554,22.38767757,9.976113516
1500,SANTO DOMINGO,2006,JULIO,22.13652811,28.66549807,15.60755815
1501,YAMANGO,2006,JULIO,22.57561849,29.21828241,15.93295457
1502,HUANCABAMBA,2006,JULIO,28.73197609,34.89411899,22.56983319
1503,CANCHAQUE,2006,JULIO,28.38585289,35.6634715,21.10823427
1504,EL CARMEN DE LA FRONTERA,2006,JULIO,26.36056821,31.8067206,20.91441583
1505,HUARMACA,2006,JULIO,18.9526977,25.38624578,12.51914962
1506,LALAQUIZ,2006,JULIO,21.37537399,27.90517674,14.84557124
1507,SAN MIGUEL DE EL FAIQUE,2006,JULIO,29.03790819,33.44021135,24.63560504
1508,SONDOR,2006,JULIO,25.67751631,32.21981975,19.13521286
1509,SONDORILLO,2006,JULIO,30.39235552,36.90637301,23.87833804
1510,AYABACA,2006,JULIO,30.64127617,37.82061959,23.46193276
1511,FR?AS,2006,JULIO,28.63249184,33.60709957,23.6578841
1512,JILIL?,2006,JULIO,29.18228387,35.28302276,23.08154497
1513,LAGUNAS,2006,JULIO,16.22589822,23.68813903,8.763657409
1514,MONTERO,2006,JULIO,24.93148523,29.83225539,20.03071508
1515,PACAIPAMPA,2006,JULIO,28.47547704,34.47088084,22.48007324
1516,PAIMAS,2006,JULIO,20.21481537,27.02560512,13.40402562
1517,SAPILLICA,2006,JULIO,24.76297789,31.07299346,18.45296232
1518,PAITA,2006,AGOSTO,19.9168166,26.55161366,13.28201954
1519,AMOTAPE,2006,AGOSTO,27.00136589,33.86579411,20.13693768
1520,COL?N,2006,AGOSTO,29.72205543,35.83349927,23.61061159
1521,EL ARENAL,2006,AGOSTO,27.91641225,33.75985581,22.0729687
1522,LA HUACA,2006,AGOSTO,28.50262376,35.3932474,21.61200013
1523,TAMARINDO,2006,AGOSTO,27.86127982,33.04293399,22.67962565
1524,VICHAYAL,2006,AGOSTO,26.4697149,32.09850611,20.84092368
1525,CHULUCANAS,2006,AGOSTO,22.80945688,29.39967922,16.21923455
1526,BUENOS AIRES,2006,AGOSTO,18.24626429,23.60473258,12.887796
1527,CHALACO,2006,AGOSTO,21.45998134,28.13017035,14.78979232
1528,LA MATANZA,2006,AGOSTO,20.85425633,26.91314498,14.79536769
1529,MORROP?N,2006,AGOSTO,26.23578632,32.00990353,20.46166912
1530,SALITRAL,2006,AGOSTO,19.81713115,25.9121623,13.7221
1531,SAN JUAN DE BIGOTE,2006,AGOSTO,22.63366473,28.13273999,17.13458946
1532,SANTA CATALINA DE MOSSA,2006,AGOSTO,15.98245923,21.91864997,10.0462685
1533,SANTO DOMINGO,2006,AGOSTO,21.6739134,27.71357384,15.63425297
1534,YAMANGO,2006,AGOSTO,21.92405101,28.09162015,15.75648187
1535,HUANCABAMBA,2006,AGOSTO,27.95540397,33.65079822,22.26000972
1536,CANCHAQUE,2006,AGOSTO,28.62136889,36.10965944,21.13307835
1537,EL CARMEN DE LA FRONTERA,2006,AGOSTO,26.81164466,32.59344046,21.02984886
1538,HUARMACA,2006,AGOSTO,18.98426695,25.45775961,12.5107743
1539,LALAQUIZ,2006,AGOSTO,21.189482,27.02587863,15.35308538
1540,SAN MIGUEL DE EL FAIQUE,2006,AGOSTO,29.28719044,34.14796139,24.42641948
1541,SONDOR,2006,AGOSTO,25.90658345,32.54669408,19.26647282
1542,SONDORILLO,2006,AGOSTO,29.47907008,35.50938092,23.44875924
1543,AYABACA,2006,AGOSTO,29.10680075,35.5885495,22.625052
1544,FR?AS,2006,AGOSTO,28.743737,33.89171108,23.59576292
1545,JILIL?,2006,AGOSTO,29.94093949,36.28284231,23.59903668
1546,LAGUNAS,2006,AGOSTO,16.58427419,24.33981318,8.828735194
1547,MONTERO,2006,AGOSTO,25.24283166,30.44241614,20.04324717
1548,PACAIPAMPA,2006,AGOSTO,28.37184914,34.34020695,22.40349133
1549,PAIMAS,2006,AGOSTO,19.16588262,25.33648472,12.99528052
1550,SAPILLICA,2006,AGOSTO,24.51307996,30.613607,18.41255292
1551,PAITA,2006,SEPTIEMBRE,19.35403605,25.78989594,12.91817616
1552,AMOTAPE,2006,SEPTIEMBRE,25.43287981,32.68581106,18.17994856
1553,COL?N,2006,SEPTIEMBRE,28.30790296,34.36049584,22.25531008
1554,EL ARENAL,2006,SEPTIEMBRE,27.76753667,33.62947334,21.9056
1555,LA HUACA,2006,SEPTIEMBRE,25.64925125,32.04941245,19.24909006
1556,TAMARINDO,2006,SEPTIEMBRE,27.15827674,32.10639236,22.21016113
1557,VICHAYAL,2006,SEPTIEMBRE,26.3678189,31.8680225,20.86761529
1558,CHULUCANAS,2006,SEPTIEMBRE,21.2945974,28.08385698,14.50533782
1559,BUENOS AIRES,2006,SEPTIEMBRE,18.61088937,23.99322974,13.228549
1560,CHALACO,2006,SEPTIEMBRE,20.41666715,27.07977724,13.75355706
1561,LA MATANZA,2006,SEPTIEMBRE,20.84497545,27.11581791,14.57413298
1562,MORROP?N,2006,SEPTIEMBRE,26.01231457,31.59300393,20.43162521
1563,SALITRAL,2006,SEPTIEMBRE,19.9978457,25.92946887,14.06622253
1564,SAN JUAN DE BIGOTE,2006,SEPTIEMBRE,22.34458286,28.11703669,16.57212904
1565,SANTA CATALINA DE MOSSA,2006,SEPTIEMBRE,16.40044922,22.38470461,10.41619384
1566,SANTO DOMINGO,2006,SEPTIEMBRE,21.52321338,27.54353242,15.50289433
1567,YAMANGO,2006,SEPTIEMBRE,21.8444572,27.83009657,15.85881782
1568,HUANCABAMBA,2006,SEPTIEMBRE,27.66636221,33.42851038,21.90421403
1569,CANCHAQUE,2006,SEPTIEMBRE,24.67372422,31.06236399,18.28508446
1570,EL CARMEN DE LA FRONTERA,2006,SEPTIEMBRE,26.1256212,31.48750424,20.76373816
1571,HUARMACA,2006,SEPTIEMBRE,19.15457679,25.54081393,12.76833965
1572,LALAQUIZ,2006,SEPTIEMBRE,20.9577777,26.74480658,15.17074881
1573,SAN MIGUEL DE EL FAIQUE,2006,SEPTIEMBRE,29.63282248,34.60361795,24.662027
1574,SONDOR,2006,SEPTIEMBRE,25.3830318,31.59386978,19.17219381
1575,SONDORILLO,2006,SEPTIEMBRE,28.82453488,34.6429857,23.00608406
1576,AYABACA,2006,SEPTIEMBRE,26.79674325,33.76830061,19.82518588
1577,FR?AS,2006,SEPTIEMBRE,28.52200404,33.75648421,23.28752387
1578,JILIL?,2006,SEPTIEMBRE,28.38328443,34.34545492,22.42111393
1579,LAGUNAS,2006,SEPTIEMBRE,16.62050919,23.86901592,9.372002463
1580,MONTERO,2006,SEPTIEMBRE,25.46326039,30.7148,20.21172077
1581,PACAIPAMPA,2006,SEPTIEMBRE,28.50060226,34.70840873,22.29279578
1582,PAIMAS,2006,SEPTIEMBRE,18.83492525,25.17866714,12.49118337
1583,SAPILLICA,2006,SEPTIEMBRE,23.90210859,29.92517602,17.87904116
1584,PAITA,2006,OCTUBRE,18.1033445,25.40685045,10.79983856
1585,AMOTAPE,2006,OCTUBRE,20.39367141,27.44713139,13.34021142
1586,COL?N,2006,OCTUBRE,25.73281775,32.12957556,19.33605994
1587,EL ARENAL,2006,OCTUBRE,27.11097223,32.42738079,21.79456368
1588,LA HUACA,2006,OCTUBRE,22.66488975,29.04942023,16.28035927
1589,TAMARINDO,2006,OCTUBRE,27.35233295,32.51105031,22.19361559
1590,VICHAYAL,2006,OCTUBRE,26.18029134,31.38008669,20.98049599
1591,CHULUCANAS,2006,OCTUBRE,18.84158049,26.98648916,10.69667182
1592,BUENOS AIRES,2006,OCTUBRE,18.03592358,23.5372096,12.53463757
1593,CHALACO,2006,OCTUBRE,18.43999273,26.25523774,10.62474772
1594,LA MATANZA,2006,OCTUBRE,19.67484052,26.40102497,12.94865607
1595,MORROP?N,2006,OCTUBRE,26.16841085,32.16365882,20.17316288
1596,SALITRAL,2006,OCTUBRE,18.80718572,25.13322003,12.48115141
1597,SAN JUAN DE BIGOTE,2006,OCTUBRE,21.57260616,27.6701456,15.47506672
1598,SANTA CATALINA DE MOSSA,2006,OCTUBRE,15.66422501,22.11473239,9.213717639
1599,SANTO DOMINGO,2006,OCTUBRE,20.74471758,27.31098488,14.17845027
1600,YAMANGO,2006,OCTUBRE,21.88563429,28.34813438,15.42313419
1601,HUANCABAMBA,2006,OCTUBRE,27.63166365,33.84374029,21.41958701
1602,CANCHAQUE,2006,OCTUBRE,22.65135727,28.7544638,16.54825075
1603,EL CARMEN DE LA FRONTERA,2006,OCTUBRE,26.09389478,31.4288069,20.75898267
1604,HUARMACA,2006,OCTUBRE,18.78318506,25.76812028,11.79824984
1605,LALAQUIZ,2006,OCTUBRE,19.86173339,26.32047763,13.40298915
1606,SAN MIGUEL DE EL FAIQUE,2006,OCTUBRE,28.32352023,32.68714115,23.9598993
1607,SONDOR,2006,OCTUBRE,23.14115644,29.45309427,16.82921861
1608,SONDORILLO,2006,OCTUBRE,27.69607774,34.63821798,20.75393749
1609,AYABACA,2006,OCTUBRE,23.19951814,31.27481298,15.12422331
1610,FR?AS,2006,OCTUBRE,28.05320165,32.74997078,23.35643251
1611,JILIL?,2006,OCTUBRE,24.96363452,30.67420134,19.2530677
1612,LAGUNAS,2006,OCTUBRE,15.9703441,23.89794262,8.042745577
1613,MONTERO,2006,OCTUBRE,24.4733364,29.559517,19.38715581
1614,PACAIPAMPA,2006,OCTUBRE,27.55357291,33.10550221,22.0016436
1615,PAIMAS,2006,OCTUBRE,17.29230438,24.52187985,10.06272892
1616,SAPILLICA,2006,OCTUBRE,22.59568555,28.90469444,16.28667666
1617,PAITA,2006,NOVIEMBRE,14.60550967,24.08463141,5.126387931
1618,AMOTAPE,2006,NOVIEMBRE,17.72987448,25.09709676,10.36265219
1619,COL?N,2006,NOVIEMBRE,22.46537167,29.96587797,14.96486538
1620,EL ARENAL,2006,NOVIEMBRE,24.3021469,29.93497859,18.6693152
1621,LA HUACA,2006,NOVIEMBRE,18.19139391,26.04166636,10.34112146
1622,TAMARINDO,2006,NOVIEMBRE,26.3968773,32.23199008,20.56176452
1623,VICHAYAL,2006,NOVIEMBRE,24.03720505,29.81695443,18.25745568
1624,CHULUCANAS,2006,NOVIEMBRE,14.72377465,24.62803795,4.819511355
1625,BUENOS AIRES,2006,NOVIEMBRE,14.6936131,21.10358711,8.283639081
1626,CHALACO,2006,NOVIEMBRE,14.47217948,24.43872787,4.505631078
1627,LA MATANZA,2006,NOVIEMBRE,16.91565976,25.02118649,8.810133021
1628,MORROP?N,2006,NOVIEMBRE,24.12882752,30.55035044,17.7073046
1629,SALITRAL,2006,NOVIEMBRE,15.55292059,22.77069549,8.335145699
1630,SAN JUAN DE BIGOTE,2006,NOVIEMBRE,18.76279088,26.685097,10.84048475
1631,SANTA CATALINA DE MOSSA,2006,NOVIEMBRE,12.43843646,20.21967576,4.657197168
1632,SANTO DOMINGO,2006,NOVIEMBRE,18.3011032,26.28888923,10.31331717
1633,YAMANGO,2006,NOVIEMBRE,18.84473297,26.11066229,11.57880365
1634,HUANCABAMBA,2006,NOVIEMBRE,25.11460692,33.23858036,16.99063349
1635,CANCHAQUE,2006,NOVIEMBRE,18.1170057,25.40833223,10.82567918
1636,EL CARMEN DE LA FRONTERA,2006,NOVIEMBRE,23.59498368,29.35218443,17.83778294
1637,HUARMACA,2006,NOVIEMBRE,15.82570382,23.26714228,8.384265361
1638,LALAQUIZ,2006,NOVIEMBRE,16.30191695,23.42394547,9.17988844
1639,SAN MIGUEL DE EL FAIQUE,2006,NOVIEMBRE,24.74087632,29.95094447,19.53080816
1640,SONDOR,2006,NOVIEMBRE,19.42256521,26.59260457,12.25252585
1641,SONDORILLO,2006,NOVIEMBRE,24.53244784,33.02555224,16.03934343
1642,AYABACA,2006,NOVIEMBRE,19.29680647,28.89540297,9.69820997
1643,FR?AS,2006,NOVIEMBRE,25.25630813,29.93619998,20.57641628
1644,JILIL?,2006,NOVIEMBRE,21.29580875,27.74704973,14.84456776
1645,LAGUNAS,2006,NOVIEMBRE,13.30681128,21.72822514,4.885397422
1646,MONTERO,2006,NOVIEMBRE,21.37486249,26.47421947,16.27550552
1647,PACAIPAMPA,2006,NOVIEMBRE,24.02534198,29.73117154,18.31951242
1648,PAIMAS,2006,NOVIEMBRE,13.86236602,23.08612937,4.638602682
1649,SAPILLICA,2006,NOVIEMBRE,19.45721341,26.77649342,12.1379334
1650,PAITA,2006,DICIEMBRE,12.51291686,21.89510624,3.130727479
1651,AMOTAPE,2006,DICIEMBRE,14.27644859,21.88601695,6.666880236
1652,COL?N,2006,DICIEMBRE,18.2264519,25.51276426,10.94013955
1653,EL ARENAL,2006,DICIEMBRE,23.90249728,28.68689605,19.11809851
1654,LA HUACA,2006,DICIEMBRE,12.67132911,19.30720316,6.035455063
1655,TAMARINDO,2006,DICIEMBRE,24.9050599,32.37952097,17.43059882
1656,VICHAYAL,2006,DICIEMBRE,23.47598207,29.17586706,17.77609708
1657,CHULUCANAS,2006,DICIEMBRE,9.805636921,18.67671074,0.934563099
1658,BUENOS AIRES,2006,DICIEMBRE,13.88528483,21.04367352,6.726896136
1659,CHALACO,2006,DICIEMBRE,10.61079247,19.25452583,1.967059113
1660,LA MATANZA,2006,DICIEMBRE,14.80588458,23.71423901,5.897530155
1661,MORROP?N,2006,DICIEMBRE,23.849429,31.69326104,16.00559695
1662,SALITRAL,2006,DICIEMBRE,14.31790935,21.87819036,6.757628342
1663,SAN JUAN DE BIGOTE,2006,DICIEMBRE,16.58227329,25.07283136,8.09171523
1664,SANTA CATALINA DE MOSSA,2006,DICIEMBRE,11.21181651,20.09484178,2.328791242
1665,SANTO DOMINGO,2006,DICIEMBRE,16.6670574,25.86899238,7.465122414
1666,YAMANGO,2006,DICIEMBRE,18.4816912,27.02204662,9.941335777
1667,HUANCABAMBA,2006,DICIEMBRE,22.46054929,31.42006685,13.50103173
1668,CANCHAQUE,2006,DICIEMBRE,13.28141382,20.37849802,6.184329613
1669,EL CARMEN DE LA FRONTERA,2006,DICIEMBRE,22.62174828,28.79143312,16.45206344
1670,HUARMACA,2006,DICIEMBRE,14.64020043,22.44559706,6.834803791
1671,LALAQUIZ,2006,DICIEMBRE,14.98013108,22.74861819,7.211643965
1672,SAN MIGUEL DE EL FAIQUE,2006,DICIEMBRE,25.02257214,29.32891502,20.71622927
1673,SONDOR,2006,DICIEMBRE,16.74934877,23.16193471,10.33676282
1674,SONDORILLO,2006,DICIEMBRE,19.67265384,28.45771633,10.88759135
1675,AYABACA,2006,DICIEMBRE,13.8675628,22.67090578,5.064219816
1676,FR?AS,2006,DICIEMBRE,23.94875642,28.00411156,19.89340128
1677,JILIL?,2006,DICIEMBRE,16.98802362,22.34842712,11.62762012
1678,LAGUNAS,2006,DICIEMBRE,11.58632649,21.16023656,2.012416422
1679,MONTERO,2006,DICIEMBRE,19.49757204,23.97962378,15.01552029
1680,PACAIPAMPA,2006,DICIEMBRE,23.68200298,28.29902418,19.06498178
1681,PAIMAS,2006,DICIEMBRE,11.80122321,20.4317915,3.170654922
1682,SAPILLICA,2006,DICIEMBRE,17.21839208,24.5871746,9.849609556
1683,PAITA,2006,ANUAL,18.03165138,27.0915312,8.971771556
1684,AMOTAPE,2006,ANUAL,19.88684807,27.09361593,12.68008021
1685,COL?N,2006,ANUAL,23.75277171,30.95652914,16.54901428
1686,EL ARENAL,2006,ANUAL,26.4131481,32.39228863,20.43400757
1687,LA HUACA,2006,ANUAL,22.05213899,29.52802587,14.57625212
1688,TAMARINDO,2006,ANUAL,26.55142416,32.74486427,20.35798406
1689,VICHAYAL,2006,ANUAL,25.45493273,31.47404958,19.43581587
1690,CHULUCANAS,2006,ANUAL,18.43444939,27.1010626,9.767836186
1691,BUENOS AIRES,2006,ANUAL,17.27689834,23.8695528,10.68424389
1692,CHALACO,2006,ANUAL,18.12023719,27.04585917,9.194615204
1693,LA MATANZA,2006,ANUAL,19.61949199,27.73711835,11.50186563
1694,MORROP?N,2006,ANUAL,26.05147389,32.94726006,19.15568771
1695,SALITRAL,2006,ANUAL,17.68876903,25.08118822,10.29634984
1696,SAN JUAN DE BIGOTE,2006,ANUAL,21.17937529,29.10017992,13.25857066
1697,SANTA CATALINA DE MOSSA,2006,ANUAL,15.17893893,22.93121982,7.426658034
1698,SANTO DOMINGO,2006,ANUAL,20.73778483,28.81447141,12.66109826
1699,YAMANGO,2006,ANUAL,21.78757119,29.43156185,14.14358054
1700,HUANCABAMBA,2006,ANUAL,26.08566891,34.09047741,18.08086042
1701,CANCHAQUE,2006,ANUAL,22.33055366,29.8899744,14.77113293
1702,EL CARMEN DE LA FRONTERA,2006,ANUAL,25.32706189,31.53578656,19.11833722
1703,HUARMACA,2006,ANUAL,17.63810535,25.19775088,10.07845981
1704,LALAQUIZ,2006,ANUAL,19.42279924,26.8038115,12.04178698
1705,SAN MIGUEL DE EL FAIQUE,2006,ANUAL,27.12266156,31.92132624,22.32399689
1706,SONDOR,2006,ANUAL,22.8697214,30.39017496,15.34926785
1707,SONDORILLO,2006,ANUAL,25.62337009,33.88542746,17.36131272
1708,AYABACA,2006,ANUAL,22.50039814,31.1974878,13.80330849
1709,FR?AS,2006,ANUAL,27.13437938,32.19561483,22.07314393
1710,JILIL?,2006,ANUAL,24.70691107,31.15833146,18.25549069
1711,LAGUNAS,2006,ANUAL,14.74718854,23.46178048,6.032596602
1712,MONTERO,2006,ANUAL,23.47645836,28.97107842,17.98183831
1713,PACAIPAMPA,2006,ANUAL,26.5511048,32.85645061,20.245759
1714,PAIMAS,2006,ANUAL,17.40669487,26.00031239,8.813077351
1715,SAPILLICA,2006,ANUAL,21.9112807,29.21550513,14.60705627
1716,PAITA,2007,ENERO,13.32024144,21.93207885,4.860635439
1717,AMOTAPE,2007,ENERO,11.51805118,18.28863056,4.872731338
1718,COL?N,2007,ENERO,16.10980625,22.57224439,9.487999606
1719,EL ARENAL,2007,ENERO,24.17791765,29.31572444,18.96178354
1720,LA HUACA,2007,ENERO,11.00638636,17.12681142,4.907454002
1721,TAMARINDO,2007,ENERO,25.06827455,31.81574761,18.32080148
