Distritos,Sembrada_ha,Cosechada_ha,Ano,Mes,Tipo_sequia,perdida_ha,producto
El Arenal,28528,28038,2011,2,NPS,490,maiz
La Huaca,9294,9293,2011,2,NPS,1,maiz
Tamarindo,587617,540930,2011,2,NPS,46687,maiz
Vichayal,156779,152678,2011,2,D0,4101,maiz
Chulucanas,5647,5497,2011,2,NPS,150,maiz
Buenos Aires,160581,143185,2011,2,NPS,17396,maiz
Chalaco,283843,179815,2011,2,NPS,104028,maiz
La Matanza,442364,430456,2011,2,NPS,11908,maiz
Morropón,170478,137246,2011,2,NPS,33232,maiz
Salitral,564251,523624,2011,2,D0,40627,maiz
San Juan de Bigotes,462362,445291,2011,2,NPS,17071,maiz
Santa Catalina de Mossa,376866,357062,2011,2,D0,19804,maiz
Santo Domingo,26709,26709,2011,2,NPS,0,maiz
Yamango,36453,33725,2011,2,D0,2728,maiz
Huancabamba,21801,20791,2011,2,NPS,1010,maiz
Canchaque,515613,463675,2011,2,NPS,51938,maiz
El Carmen de la Frontera,516522,479882,2011,2,NPS,36640,maiz
Huarmaca,93922,79022,2011,2,NPS,14900,maiz
Lalaquiz,64580,59112,2011,2,D0,5468,maiz
San Miguel del Faique,236525,133079,2011,2,NPS,103446,maiz
Sondor,34246,26680,2011,2,D0,7566,maiz
Sondorillo,4109,3599,2011,2,D2,510,maiz
Ayabaca,48133,31602,2011,2,NPS,16531,maiz
Frías,54669,45099,2011,2,NPS,9570,maiz
Jililí,103886,103359,2011,2,NPS,527,maiz
Lagunas,385125,311838,2011,2,NPS,73287,maiz
Montero,144249,131806,2011,2,D0,12443,maiz
Pacaipampa,241902,149146,2011,2,NPS,92756,maiz
El Arenal,12047,4952,2011,2,NPS,7095,maiz
Tamarindo,572338,600,2011,7,NPS,571738,maiz
Yamango,25545,11,2011,7,D2,25534,maiz
El Arenal,5463,7,2011,8,D3,5456,maiz
Tamarindo,592676,600,2011,8,NPS,592076,maiz
Morropón,164793,2379,2011,8,D1,162414,maiz
Yamango,34204,11,2011,8,D1,34193,maiz
Ayabaca,46652,5085,2011,8,D1,41567,maiz
Lagunas,362498,4719,2011,8,D1,357779,maiz
El Arenal,17282,5,2011,9,D3,17277,maiz
Tamarindo,594973,29526,2011,9,NPS,565447,maiz
Vichayal,55288,1471,2011,9,D2,53817,maiz
Morropón,165093,6141,2011,9,NPS,158952,maiz
Yamango,35294,11,2011,9,NPS,35283,maiz
Huancabamba,6608,200,2011,9,D3,6408,maiz
Canchaque,519570,4450,2011,9,NPS,515120,maiz
Sondor,13667,4265,2011,9,NPS,9402,maiz
Ayabaca,48907,13363,2011,9,NPS,35544,maiz
Lagunas,370853,8795,2011,9,NPS,362058,maiz
Montero,142704,350,2011,9,NPS,142354,maiz
Colán,161194,5005,2011,10,NPS,156189,maiz
El Arenal,24483,18,2011,10,D4,24465,maiz
La Huaca,8521,10,2011,10,NPS,8511,maiz
Tamarindo,594973,65752,2011,10,NPS,529221,maiz
Vichayal,55288,11279,2011,10,D3,44009,maiz
Chulucanas,5199,326,2011,10,D0,4873,maiz
Buenos Aires,117352,9891,2011,10,D3,107461,maiz
La Matanza,436515,24643,2011,10,NPS,411872,maiz
Morropón,165768,12486,2011,10,D0,153282,maiz
Salitral,564005,8301,2011,10,D2,555704,maiz
San Juan de Bigotes,413517,1722,2011,10,D0,411795,maiz
Santa Catalina de Mossa,359539,3366,2011,10,D0,356173,maiz
Yamango,35351,11,2011,10,NPS,35340,maiz
Huancabamba,7129,1450,2011,10,D3,5679,maiz
Canchaque,519570,45633,2011,10,NPS,473937,maiz
El Carmen de la Frontera,511151,100,2011,10,NPS,511051,maiz
Huarmaca,86142,6,2011,10,D2,86136,maiz
Lalaquiz,63639,3548,2011,10,NPS,60091,maiz
San Miguel del Faique,172742,430,2011,10,D1,172312,maiz
Sondor,18394,4265,2011,10,D1,14129,maiz
Sondorillo,1990,111,2011,10,D3,1879,maiz
Ayabaca,48907,27038,2011,10,NPS,21869,maiz
Jililí,105783,10397,2011,10,NPS,95386,maiz
Lagunas,376223,88653,2011,10,D0,287570,maiz
Montero,142704,13606,2011,10,NPS,129098,maiz
Pacaipampa,187470,2866,2011,10,D3,184604,maiz
Colán,161194,24482,2011,11,NPS,136712,maiz
El Arenal,14765,2100,2011,11,D4,12665,maiz
La Huaca,9862,4435,2011,11,NPS,5427,maiz
Tamarindo,594973,157669,2011,11,NPS,437304,maiz
Vichayal,55288,20514,2011,11,D3,34774,maiz
Chulucanas,5199,2413,2011,11,D0,2786,maiz
Buenos Aires,117352,32773,2011,11,D3,84579,maiz
Chalaco,286234,40122,2011,11,D2,246112,maiz
La Matanza,436553,269804,2011,11,NPS,166749,maiz
Morropón,165768,74670,2011,11,D0,91098,maiz
Salitral,564005,159336,2011,11,D2,404669,maiz
San Juan de Bigotes,416771,92264,2011,11,D0,324507,maiz
Santa Catalina de Mossa,359539,88113,2011,11,D0,271426,maiz
Santo Domingo,26090,13614,2011,11,NPS,12476,maiz
Yamango,35351,10749,2011,11,NPS,24602,maiz
Huancabamba,7129,1606,2011,11,D3,5523,maiz
Canchaque,519570,239407,2011,11,NPS,280163,maiz
El Carmen de la Frontera,511151,167111,2011,11,NPS,344040,maiz
Huarmaca,86142,3906,2011,11,D2,82236,maiz
Lalaquiz,63639,28403,2011,11,NPS,35236,maiz
San Miguel del Faique,172742,10946,2011,11,D2,161796,maiz
Sondor,36390,6575,2011,11,D1,29815,maiz
Sondorillo,2890,354,2011,11,D0,2536,maiz
Ayabaca,48907,27038,2011,11,NPS,21869,maiz
Frías,54881,13742,2011,11,D1,41139,maiz
Jililí,105782,22589,2011,11,NPS,83193,maiz
Lagunas,376453,176984,2011,11,D0,199469,maiz
Montero,142704,54255,2011,11,NPS,88449,maiz
Pacaipampa,187470,40887,2011,11,D3,146583,maiz
El Arenal,10329,68,2011,11,D4,10261,maiz
Colán,161194,125784,2012,1,NPS,35410,maiz
El Arenal,14765,2112,2012,1,D3,12653,maiz
La Huaca,9862,7336,2012,1,D0,2526,maiz
Tamarindo,594973,480880,2012,1,NPS,114093,maiz
Vichayal,55288,20546,2012,1,D3,34742,maiz
Chulucanas,5199,4433,2012,1,D0,766,maiz
Buenos Aires,115791,62249,2012,1,D3,53542,maiz
Chalaco,286234,97430,2012,1,D2,188804,maiz
La Matanza,436553,418728,2012,1,NPS,17825,maiz
Morropón,165768,123068,2012,1,D0,42700,maiz
Salitral,564005,446512,2012,1,D1,117493,maiz
San Juan de Bigotes,406944,257415,2012,1,D0,149529,maiz
Santa Catalina de Mossa,359539,299031,2012,1,D1,60508,maiz
Santo Domingo,26090,24228,2012,1,NPS,1862,maiz
Yamango,36021,35622,2012,1,D1,399,maiz
Huancabamba,7129,1720,2012,1,D2,5409,maiz
Canchaque,519570,487473,2012,1,NPS,32097,maiz
El Carmen de la Frontera,511151,353046,2012,1,NPS,158105,maiz
Huarmaca,86142,23728,2012,1,D1,62414,maiz
Lalaquiz,63639,57539,2012,1,NPS,6100,maiz
San Miguel del Faique,172742,66391,2012,1,D0,106351,maiz
Sondor,39620,13212,2012,1,D1,26408,maiz
Sondorillo,2904,2654,2012,1,D0,250,maiz
Ayabaca,48907,43516,2012,1,NPS,5391,maiz
Frías,54881,17429,2012,1,D0,37452,maiz
Jililí,105782,61576,2012,1,NPS,44206,maiz
Lagunas,376568,329553,2012,1,NPS,47015,maiz
Montero,142771,131025,2012,1,NPS,11746,maiz
Pacaipampa,187470,54346,2012,1,D3,133124,maiz
El Arenal,10329,98,2012,1,D3,10231,maiz
Colán,162021,159546,2012,2,NPS,2475,maiz
El Arenal,14765,2112,2012,2,D3,12653,maiz
La Huaca,9862,7537,2012,2,NPS,2325,maiz
Tamarindo,594973,576391,2012,2,NPS,18582,maiz
Vichayal,55288,20546,2012,2,D3,34742,maiz
Chulucanas,5199,4433,2012,2,NPS,766,maiz
Buenos Aires,115791,62249,2012,2,D3,53542,maiz
Chalaco,286234,97430,2012,2,D1,188804,maiz
La Matanza,436553,426850,2012,2,NPS,9703,maiz
Morropón,165768,123068,2012,2,NPS,42700,maiz
Salitral,564005,480256,2012,2,NPS,83749,maiz
San Juan de Bigotes,406944,257415,2012,2,NPS,149529,maiz
Santa Catalina de Mossa,359539,331209,2012,2,NPS,28330,maiz
Santo Domingo,26090,26090,2012,2,NPS,0,maiz
Yamango,36021,35622,2012,2,D0,399,maiz
Huancabamba,7129,1743,2012,2,D2,5386,maiz
Canchaque,519570,487473,2012,2,NPS,32097,maiz
El Carmen de la Frontera,511151,374994,2012,2,NPS,136157,maiz
Huarmaca,86142,23912,2012,2,D1,62230,maiz
Lalaquiz,63639,63639,2012,2,NPS,0,maiz
San Miguel del Faique,172742,68787,2012,2,NPS,103955,maiz
Sondor,39620,33479,2012,2,D1,6141,maiz
Sondorillo,2904,2904,2012,2,D0,0,maiz
Ayabaca,48907,43516,2012,2,NPS,5391,maiz
Frías,54881,26124,2012,2,NPS,28757,maiz
Jililí,105782,71149,2012,2,NPS,34633,maiz
Lagunas,376568,354117,2012,2,NPS,22451,maiz
Montero,142771,140254,2012,2,NPS,2517,maiz
Pacaipampa,187470,54346,2012,2,D1,133124,maiz
El Arenal,10329,98,2012,2,D3,10231,maiz
El Arenal,11863,116,2012,8,D1,11747,maiz
Ayabaca,49702,3702,2012,8,NPS,46000,maiz
Lagunas,344831,1799,2012,8,NPS,343032,maiz
Amotape,294,13,2012,9,NPS,281,maiz
Colán,160271,3767,2012,9,NPS,156504,maiz
El Arenal,18456,140,2012,9,D1,18316,maiz
La Huaca,8562,3,2012,9,NPS,8559,maiz
Tamarindo,591775,10745,2012,9,NPS,581030,maiz
Vichayal,105630,1522,2012,9,D1,104108,maiz
La Matanza,432525,1796,2012,9,NPS,430729,maiz
Canchaque,519193,1436,2012,9,NPS,517757,maiz
Lalaquiz,71041,1155,2012,9,NPS,69886,maiz
Ayabaca,50152,24053,2012,9,NPS,26099,maiz
Frías,46609,205,2012,9,NPS,46404,maiz
Lagunas,371866,12814,2012,9,NPS,359052,maiz
Paita,35322,2891,2012,10,NPS,32431,maiz
Amotape,294,13,2012,10,NPS,281,maiz
Colán,160271,18170,2012,10,NPS,142101,maiz
El Arenal,18470,2998,2012,10,D1,15472,maiz
La Huaca,8758,107,2012,10,NPS,8651,maiz
Tamarindo,591775,61454,2012,10,NPS,530321,maiz
Vichayal,106030,19078,2012,10,D0,86952,maiz
Buenos Aires,130329,15137,2012,10,D0,115192,maiz
Chalaco,274314,10396,2012,10,NPS,263918,maiz
La Matanza,432525,8358,2012,10,NPS,424167,maiz
Morropón,177795,7026,2012,10,NPS,170769,maiz
Salitral,565486,15977,2012,10,NPS,549509,maiz
San Juan de Bigotes,458851,13744,2012,10,NPS,445107,maiz
Santa Catalina de Mossa,381218,3099,2012,10,NPS,378119,maiz
Santo Domingo,22486,733,2012,10,NPS,21753,maiz
Huancabamba,28587,18132,2012,10,NPS,10455,maiz
Canchaque,519193,34101,2012,10,NPS,485092,maiz
El Carmen de la Frontera,505739,6142,2012,10,NPS,499597,maiz
Huarmaca,89916,1540,2012,10,NPS,88376,maiz
Lalaquiz,71241,4487,2012,10,NPS,66754,maiz
San Miguel del Faique,159282,300,2012,10,NPS,158982,maiz
Sondor,40991,2443,2012,10,NPS,38548,maiz
Sondorillo,2554,237,2012,10,NPS,2317,maiz
Ayabaca,52802,41440,2012,10,NPS,11362,maiz
Frías,47238,205,2012,10,NPS,47033,maiz
Jililí,101332,50,2012,10,NPS,101282,maiz
Lagunas,374961,38202,2012,10,NPS,336759,maiz
Montero,133761,13894,2012,10,NPS,119867,maiz
Pacaipampa,138154,15826,2012,10,NPS,122328,maiz
Paita,35322,13533,2012,11,NPS,21789,maiz
Amotape,294,13,2012,11,D0,281,maiz
Colán,160271,47525,2012,11,NPS,112746,maiz
El Arenal,18470,7537,2012,11,D1,10933,maiz
La Huaca,8758,1647,2012,11,NPS,7111,maiz
Tamarindo,591775,160655,2012,11,NPS,431120,maiz
Vichayal,80618,77713,2012,11,NPS,2905,maiz
Chulucanas,4003,2405,2012,11,NPS,1598,maiz
Buenos Aires,127755,47625,2012,11,NPS,80130,maiz
Chalaco,274314,87039,2012,11,NPS,187275,maiz
La Matanza,432525,214370,2012,11,NPS,218155,maiz
Morropón,177795,135558,2012,11,NPS,42237,maiz
Salitral,565486,124070,2012,11,NPS,441416,maiz
San Juan de Bigotes,458851,144238,2012,11,NPS,314613,maiz
Santa Catalina de Mossa,381218,111642,2012,11,NPS,269576,maiz
Santo Domingo,23122,7633,2012,11,NPS,15489,maiz
Yamango,36666,5826,2012,11,NPS,30840,maiz
Huancabamba,28587,18228,2012,11,D0,10359,maiz
Canchaque,519193,252285,2012,11,NPS,266908,maiz
El Carmen de la Frontera,505739,174914,2012,11,NPS,330825,maiz
Huarmaca,89916,8010,2012,11,NPS,81906,maiz
Lalaquiz,71241,10055,2012,11,NPS,61186,maiz
San Miguel del Faique,159282,48236,2012,11,D0,111046,maiz
Sondor,41076,6319,2012,11,NPS,34757,maiz
Sondorillo,2560,554,2012,11,D1,2006,maiz
Ayabaca,52802,47876,2012,11,NPS,4926,maiz
Frías,47238,15005,2012,11,NPS,32233,maiz
Jililí,101332,14664,2012,11,NPS,86668,maiz
Lagunas,375040,160855,2012,11,NPS,214185,maiz
Montero,133761,39035,2012,11,NPS,94726,maiz
Pacaipampa,138154,46559,2012,11,D0,91595,maiz
El Arenal,10259,6899,2012,11,D1,3360,maiz
Paita,35322,13533,2013,1,NPS,21789,maiz
Amotape,294,13,2013,1,D0,281,maiz
Colán,160271,134933,2013,1,NPS,25338,maiz
El Arenal,18470,8574,2013,1,D1,9896,maiz
La Huaca,8758,8668,2013,1,NPS,90,maiz
Tamarindo,591775,525868,2013,1,NPS,65907,maiz
Vichayal,80618,78070,2013,1,NPS,2548,maiz
Chulucanas,4003,4003,2013,1,NPS,0,maiz
Buenos Aires,127755,118460,2013,1,NPS,9295,maiz
Chalaco,274314,224606,2013,1,NPS,49708,maiz
La Matanza,432525,414241,2013,1,NPS,18284,maiz
Morropón,177795,167109,2013,1,NPS,10686,maiz
Salitral,565486,527941,2013,1,NPS,37545,maiz
San Juan de Bigotes,467578,431812,2013,1,NPS,35766,maiz
Santa Catalina de Mossa,381218,348899,2013,1,NPS,32319,maiz
Santo Domingo,23122,21404,2013,1,NPS,1718,maiz
Yamango,36666,31760,2013,1,NPS,4906,maiz
Huancabamba,28587,26195,2013,1,D1,2392,maiz
Canchaque,519193,516598,2013,1,NPS,2595,maiz
El Carmen de la Frontera,505739,487812,2013,1,NPS,17927,maiz
Huarmaca,89916,81496,2013,1,NPS,8420,maiz
Lalaquiz,71241,41038,2013,1,NPS,30203,maiz
San Miguel del Faique,159282,67123,2013,1,NPS,92159,maiz
Sondor,41076,31691,2013,1,NPS,9385,maiz
Sondorillo,2560,2554,2013,1,D1,6,maiz
Ayabaca,52802,51355,2013,1,NPS,1447,maiz
Frías,47238,19053,2013,1,D0,28185,maiz
Jililí,101332,94173,2013,1,NPS,7159,maiz
Lagunas,375040,341010,2013,1,NPS,34030,maiz
Montero,133766,105417,2013,1,NPS,28349,maiz
Pacaipampa,138154,94296,2013,1,NPS,43858,maiz
El Arenal,10259,8020,2013,1,D1,2239,maiz
Paita,35672,17099,2013,2,NPS,18573,maiz
Amotape,294,13,2013,2,D0,281,maiz
Colán,160271,141993,2013,2,NPS,18278,maiz
El Arenal,18470,8574,2013,2,D1,9896,maiz
La Huaca,8758,8668,2013,2,NPS,90,maiz
Tamarindo,591775,590939,2013,2,NPS,836,maiz
Vichayal,80618,78070,2013,2,NPS,2548,maiz
Chulucanas,4003,4003,2013,2,D0,0,maiz
Buenos Aires,127755,118460,2013,2,NPS,9295,maiz
Chalaco,274314,224606,2013,2,D0,49708,maiz
La Matanza,432525,424830,2013,2,NPS,7695,maiz
Morropón,177795,167109,2013,2,NPS,10686,maiz
Salitral,565486,543877,2013,2,NPS,21609,maiz
San Juan de Bigotes,467578,431812,2013,2,NPS,35766,maiz
Santa Catalina de Mossa,381218,364094,2013,2,D0,17124,maiz
Santo Domingo,23122,23122,2013,2,NPS,0,maiz
Yamango,36666,35346,2013,2,D1,1320,maiz
Huancabamba,28587,26195,2013,2,D0,2392,maiz
Canchaque,519193,516698,2013,2,NPS,2495,maiz
El Carmen de la Frontera,505739,497699,2013,2,NPS,8040,maiz
Huarmaca,89916,82966,2013,2,NPS,6950,maiz
Lalaquiz,71241,48901,2013,2,NPS,22340,maiz
San Miguel del Faique,159282,69846,2013,2,NPS,89436,maiz
Sondor,41076,33822,2013,2,NPS,7254,maiz
Sondorillo,2560,2554,2013,2,D1,6,maiz
Ayabaca,52802,51355,2013,2,D0,1447,maiz
Frías,47238,19595,2013,2,NPS,27643,maiz
Jililí,101332,94178,2013,2,D0,7154,maiz
Lagunas,375040,352284,2013,2,NPS,22756,maiz
Montero,133766,114788,2013,2,NPS,18978,maiz
Pacaipampa,138154,96716,2013,2,NPS,41438,maiz
El Arenal,10259,8020,2013,2,D1,2239,maiz
El Arenal,14261,66,2013,8,NPS,14195,maiz
Tamarindo,591374,2600,2013,8,NPS,588774,maiz
Lalaquiz,72009,1025,2013,8,NPS,70984,maiz
Ayabaca,48385,3950,2013,8,NPS,44435,maiz
Lagunas,377236,1799,2013,8,NPS,375437,maiz
El Arenal,18839,258,2013,9,NPS,18581,maiz
Tamarindo,592018,10657,2013,9,NPS,581361,maiz
Morropón,165225,605,2013,9,NPS,164620,maiz
Huancabamba,43242,19105,2013,9,NPS,24137,maiz
Canchaque,518166,10036,2013,9,NPS,508130,maiz
Lalaquiz,73209,9745,2013,9,NPS,63464,maiz
San Miguel del Faique,203346,20,2013,9,NPS,203326,maiz
Sondorillo,2587,2,2013,9,NPS,2585,maiz
Ayabaca,50530,16775,2013,9,NPS,33755,maiz
Lagunas,384703,11325,2013,9,NPS,373378,maiz
Montero,128888,1700,2013,9,NPS,127188,maiz
Paita,35780,7363,2013,10,NPS,28417,maiz
Amotape,218,218,2013,10,D1,0,maiz
Colán,173581,592,2013,10,NPS,172989,maiz
El Arenal,21994,3314,2013,10,NPS,18680,maiz
La Huaca,9582,6,2013,10,NPS,9576,maiz
Tamarindo,592018,83063,2013,10,NPS,508955,maiz
Vichayal,79536,32036,2013,10,NPS,47500,maiz
Chulucanas,3957,60,2013,10,NPS,3897,maiz
Chalaco,279836,14505,2013,10,NPS,265331,maiz
La Matanza,435828,4181,2013,10,NPS,431647,maiz
Morropón,165225,18586,2013,10,NPS,146639,maiz
Salitral,541549,106582,2013,10,NPS,434967,maiz
San Juan de Bigotes,456926,393,2013,10,NPS,456533,maiz
Santa Catalina de Mossa,368061,23496,2013,10,NPS,344565,maiz
Huancabamba,43472,19131,2013,10,NPS,24341,maiz
Canchaque,518166,54662,2013,10,NPS,463504,maiz
El Carmen de la Frontera,487380,8854,2013,10,NPS,478526,maiz
Lalaquiz,74029,20266,2013,10,NPS,53763,maiz
San Miguel del Faique,203346,15818,2013,10,NPS,187528,maiz
Sondor,42100,30,2013,10,NPS,42070,maiz
Sondorillo,2587,125,2013,10,NPS,2462,maiz
Ayabaca,50530,35161,2013,10,NPS,15369,maiz
Frías,50409,2036,2013,10,NPS,48373,maiz
Jililí,85992,4870,2013,10,NPS,81122,maiz
Lagunas,384703,66823,2013,10,NPS,317880,maiz
Montero,129489,21670,2013,10,NPS,107819,maiz
Pacaipampa,168121,11355,2013,10,NPS,156766,maiz
Paita,37091,33570,2013,11,NPS,3521,maiz
Amotape,218,218,2013,11,NPS,0,maiz
Colán,173581,13607,2013,11,NPS,159974,maiz
El Arenal,25849,14166,2013,11,NPS,11683,maiz
La Huaca,9582,2489,2013,11,NPS,7093,maiz
Tamarindo,592018,163542,2013,11,NPS,428476,maiz
Vichayal,79312,69193,2013,11,NPS,10119,maiz
Chulucanas,3957,606,2013,11,NPS,3351,maiz
Buenos Aires,117622,43306,2013,11,NPS,74316,maiz
Chalaco,279836,111571,2013,11,NPS,168265,maiz
La Matanza,435828,162348,2013,11,NPS,273480,maiz
Morropón,165225,81576,2013,11,NPS,83649,maiz
Salitral,541549,184235,2013,11,NPS,357314,maiz
San Juan de Bigotes,456926,89328,2013,11,NPS,367598,maiz
Santa Catalina de Mossa,368061,124888,2013,11,NPS,243173,maiz
Santo Domingo,24254,11532,2013,11,NPS,12722,maiz
Yamango,39630,4728,2013,11,NPS,34902,maiz
Huancabamba,43472,37804,2013,11,NPS,5668,maiz
Canchaque,518166,219687,2013,11,NPS,298479,maiz
El Carmen de la Frontera,487380,170414,2013,11,NPS,316966,maiz
Huarmaca,85811,15915,2013,11,NPS,69896,maiz
Lalaquiz,74029,37253,2013,11,NPS,36776,maiz
San Miguel del Faique,203346,80336,2013,11,NPS,123010,maiz
Sondor,43834,3092,2013,11,NPS,40742,maiz
Sondorillo,2587,365,2013,11,NPS,2222,maiz
Ayabaca,50530,45028,2013,11,NPS,5502,maiz
Frías,50409,24136,2013,11,NPS,26273,maiz
Jililí,85992,14096,2013,11,NPS,71896,maiz
Lagunas,384703,166931,2013,11,NPS,217772,maiz
Montero,129489,48623,2013,11,NPS,80866,maiz
Pacaipampa,168121,93710,2013,11,NPS,74411,maiz
El Arenal,10208,3806,2013,11,NPS,6402,maiz
Paita,37091,33570,2014,1,NPS,3521,maiz
Amotape,218,218,2014,1,D2,0,maiz
Colán,173581,139744,2014,1,NPS,33837,maiz
El Arenal,25849,25833,2014,1,NPS,16,maiz
La Huaca,9582,9424,2014,1,NPS,158,maiz
Tamarindo,592018,515927,2014,1,NPS,76091,maiz
Vichayal,79312,79170,2014,1,NPS,142,maiz
Chulucanas,3957,3621,2014,1,NPS,336,maiz
Buenos Aires,130625,126002,2014,1,NPS,4623,maiz
Chalaco,279836,269353,2014,1,NPS,10483,maiz
La Matanza,435828,340912,2014,1,NPS,94916,maiz
Morropón,165225,159863,2014,1,NPS,5362,maiz
Salitral,541549,438228,2014,1,NPS,103321,maiz
San Juan de Bigotes,456926,432438,2014,1,NPS,24488,maiz
Santa Catalina de Mossa,368061,308965,2014,1,NPS,59096,maiz
Santo Domingo,24254,23902,2014,1,NPS,352,maiz
Yamango,39630,33478,2014,1,NPS,6152,maiz
Huancabamba,43472,43222,2014,1,NPS,250,maiz
Canchaque,518166,442131,2014,1,NPS,76035,maiz
El Carmen de la Frontera,487380,462922,2014,1,NPS,24458,maiz
Huarmaca,85811,83972,2014,1,NPS,1839,maiz
Lalaquiz,74029,66796,2014,1,NPS,7233,maiz
San Miguel del Faique,203346,129653,2014,1,NPS,73693,maiz
Sondor,44158,18807,2014,1,NPS,25351,maiz
Sondorillo,2587,2587,2014,1,D0,0,maiz
Ayabaca,50530,47988,2014,1,NPS,2542,maiz
Frías,50409,44754,2014,1,NPS,5655,maiz
Jililí,85992,73419,2014,1,NPS,12573,maiz
Lagunas,384703,365290,2014,1,NPS,19413,maiz
Montero,129489,113756,2014,1,NPS,15733,maiz
Pacaipampa,168121,162944,2014,1,NPS,5177,maiz
El Arenal,10211,9354,2014,1,NPS,857,maiz
Paita,37091,33570,2014,2,NPS,3521,maiz
Amotape,218,218,2014,2,D2,0,maiz
Colán,173581,172797,2014,2,NPS,784,maiz
El Arenal,25849,25833,2014,2,NPS,16,maiz
La Huaca,9582,9424,2014,2,NPS,158,maiz
Tamarindo,592018,590096,2014,2,NPS,1922,maiz
Vichayal,79312,79170,2014,2,NPS,142,maiz
Chulucanas,3957,3957,2014,2,NPS,0,maiz
Buenos Aires,130625,126999,2014,2,NPS,3626,maiz
Chalaco,279836,270729,2014,2,NPS,9107,maiz
La Matanza,435828,373718,2014,2,D0,62110,maiz
Morropón,165225,159863,2014,2,NPS,5362,maiz
Salitral,541549,537429,2014,2,NPS,4120,maiz
San Juan de Bigotes,456926,453608,2014,2,NPS,3318,maiz
Santa Catalina de Mossa,368061,334147,2014,2,NPS,33914,maiz
Santo Domingo,24254,24114,2014,2,NPS,140,maiz
Yamango,39630,39630,2014,2,NPS,0,maiz
Huancabamba,43472,43222,2014,2,NPS,250,maiz
Canchaque,518166,443475,2014,2,NPS,74691,maiz
El Carmen de la Frontera,487380,481640,2014,2,NPS,5740,maiz
Huarmaca,85811,85522,2014,2,NPS,289,maiz
Lalaquiz,74029,72959,2014,2,NPS,1070,maiz
San Miguel del Faique,203346,138029,2014,2,NPS,65317,maiz
Sondor,44158,43025,2014,2,D0,1133,maiz
Sondorillo,2587,2587,2014,2,D0,0,maiz
Ayabaca,50530,48293,2014,2,NPS,2237,maiz
Frías,50409,46328,2014,2,NPS,4081,maiz
Jililí,85992,85992,2014,2,NPS,0,maiz
Lagunas,384703,378840,2014,2,NPS,5863,maiz
Montero,129489,126921,2014,2,NPS,2568,maiz
Pacaipampa,168121,164998,2014,2,NPS,3123,maiz
El Arenal,10211,9354,2014,2,NPS,857,maiz
Paita,37091,33570,2014,3,NPS,3521,maiz
Amotape,218,218,2014,3,D0,0,maiz
Colán,173581,172797,2014,3,NPS,784,maiz
El Arenal,25849,25833,2014,3,NPS,16,maiz
La Huaca,9582,9424,2014,3,NPS,158,maiz
Tamarindo,592018,590096,2014,3,NPS,1922,maiz
Vichayal,79312,79170,2014,3,NPS,142,maiz
Chulucanas,3957,3957,2014,3,NPS,0,maiz
Buenos Aires,130625,126999,2014,3,NPS,3626,maiz
Chalaco,279836,270729,2014,3,NPS,9107,maiz
La Matanza,435828,373718,2014,3,NPS,62110,maiz
Morropón,165225,159863,2014,3,NPS,5362,maiz
Salitral,541549,537429,2014,3,NPS,4120,maiz
San Juan de Bigotes,456926,453608,2014,3,NPS,3318,maiz
Santa Catalina de Mossa,368061,334147,2014,3,NPS,33914,maiz
Santo Domingo,24254,24114,2014,3,NPS,140,maiz
Yamango,39630,39630,2014,3,NPS,0,maiz
Huancabamba,43472,43222,2014,3,NPS,250,maiz
Canchaque,518166,443475,2014,3,NPS,74691,maiz
El Carmen de la Frontera,487380,481640,2014,3,NPS,5740,maiz
Huarmaca,85811,85522,2014,3,NPS,289,maiz
Lalaquiz,74029,72959,2014,3,NPS,1070,maiz
San Miguel del Faique,203346,138029,2014,3,NPS,65317,maiz
Sondor,44158,43025,2014,3,NPS,1133,maiz
Sondorillo,2587,2587,2014,3,D0,0,maiz
Ayabaca,50530,48293,2014,3,NPS,2237,maiz
Frías,50409,46328,2014,3,NPS,4081,maiz
Jililí,85992,85992,2014,3,NPS,0,maiz
Lagunas,384703,378840,2014,3,NPS,5863,maiz
Montero,129489,126921,2014,3,NPS,2568,maiz
Pacaipampa,168121,164998,2014,3,NPS,3123,maiz
El Arenal,10211,9354,2014,3,NPS,857,maiz
Ayabaca,49802,7112,2014,8,NPS,42690,maiz
Lagunas,371497,1909,2014,8,NPS,369588,maiz
El Arenal,27084,2330,2014,9,NPS,24754,maiz
Morropón,172752,560,2014,9,NPS,172192,maiz
Santa Catalina de Mossa,375091,2548,2014,9,D0,372543,maiz
Huancabamba,54681,18,2014,9,NPS,54663,maiz
Canchaque,493192,5617,2014,9,NPS,487575,maiz
Lalaquiz,70846,850,2014,9,D0,69996,maiz
